leadId,companyName,region,city,category,sito_storico,sito_nuovo,identity,verdict_storico,nuovo_risultato,compagnia,numero_polizza,decorrenza,scadenza,massimale,documento,link,estratto,fonte,conflitti,errori,motivazione,content_hash,reviewer,reviewed_at,entity_correct,website_correct,document_correct,dates_correct,verdict_correct,false_positive,false_negative,notes
cmqo5x3380023aa3vrod83twd,Campolongo Hospital Spa,Campania,Pisciotta,Ospedale,https://campolongohospital.com/,https://campolongohospital.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,,400287659,,1751241600000,,https://campolongohospital.com/wp-content/uploads/2023/04/SCHEDA-DI-POLIZZA-CAMPOLONGO.pdf,https://campolongohospital.com/wp-content/uploads/2023/04/SCHEDA-DI-POLIZZA-CAMPOLONGO.pdf,"[V:PUB] PDF presente ma dati polizza RC insufficienti — verifica manuale. SCHEDA DI POLIZZA POLIZZA N.: 400287659 CONTRAENTE: CAMPOLONGO HOSPITAL SPA DECORRENZA: ore 24 del: 30.06.2022 SCADENZA: ore 24 del: 30.06.2025 SENZA TACITO RINNOVO MASSIMALI: La Società, su — [DOCS: https://campolongohospital.com/wp-content/uploads/2023/04/SCHEDA-DI-POLIZZA-CAMPOLONGO.pdf] [FONTI: sito web (144 pagine: /, /",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqmddpj7009o9g5c85o4cz7t,Casa Albergo per Anziani Villa Paradiso,Campania,Venticano,Clinica medica,https://www.clinicasantarita.eu/,https://www.clinicasantarita.eu/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,AmTrust,RCH00020000234,,,,https://www.google.com/maps,https://www.google.com/maps,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). di Cura – Autorizzazione Sanitariaprt. 2623 del 30.01.2025 Copertura Assicurativa compagnia assicurativaAM TRUST ASSICURAZIONIPolizza n. RCH00020000234 MassimaliRCT/RCO € 30.000.000,00 Linkedin Facebook-f Instagram Gruppo NefroCenter Conso — [FONTI: sito web (7 pagine: /, /it/documenti) · PDF polizza letti 5/5 · Google M",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqkld5rt009n108es4nx3g1j,Casa Di Cura 'Villa Fiorita' S.p.A.,Campania,Vitulazio,Ospedale,http://www.villafioritacapua.it/,http://www.villafioritacapua.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Berkshire Hathaway,2026RCG00376,,1769817600000,,https://villafioritacapua.it/wp-content/uploads/2026/02/2026RCG00376_Villa-Fiorita_Polizza-Appendice-N.-01_signed-signed.pdf,https://villafioritacapua.it/wp-content/uploads/2026/02/2026RCG00376_Villa-Fiorita_Polizza-Appendice-N.-01_signed-signed.pdf,[V:PUB] Polizza RC certificata da PDF: https://villafioritacapua.it/wp-content/uploads/2026/02/2026RCG00376_Villa-Fiorita_Polizza-Appendice-N.-01_signed-signed.pdf scale e Partita IVA: 07234060965 Partita IVA N° 10541140967 Polizza N° 2026RCG00376 pagina 1 di 6NFA Berkshire Hathaway International Insurance Limited è autorizzata ad esercitare l'attività assicurativa in regime di stabilimento nel te,snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqktyimz000i111hygme29nh,Casa Di Cura Malzoni Villa Platani Spa,Campania,Villanova del Battista,Ospedale privato,http://www.malzoni.it/,http://www.malzoni.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,alcuna,,,1767139200000,,http://www.malzoni.it/wp-content/uploads/2021/09/PARS-2025-Malzoni-Research-Hospital-S.p.A..pdf,http://www.malzoni.it/wp-content/uploads/2021/09/PARS-2025-Malzoni-Research-Hospital-S.p.A..pdf,"[V:PUB] Polizza RC certificata da PDF: http://www.malzoni.it/wp-content/uploads/2021/09/PARS-2025-Malzoni-Research-Hospital-S.p.A..pdf rativa Attualmente, la struttura non ha sottoscritto alcuna polizza assicurativa, ma opera sotto il regime di autoassicurazione. 4. Resoconto delle attivita del piano precedente In questa sezione vengono inserite le due relazioni sintetiche — [DOCS: http://www.malz",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqkld5rk009b108ekvol7g87,Casa Di Cura Montevergine,Campania,Solofra,Ospedale,http://www.clinicamontevergine.com/,http://www.clinicamontevergine.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Assicurazioni Generali,450289527,,,,https://www.clinicamontevergine.com/cuore/wp-content/uploads/2026/04/PARM-2025.pdf,https://www.clinicamontevergine.com/cuore/wp-content/uploads/2026/04/PARM-2025.pdf,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). tive messe in atto (art. 2 comma 5 L. 24/2017) Art.10 Legge Gelli-Bianco 8 Marzo 2017 n.24.La società “Casa di Cura Privata Montevergine S.p.A.” rende noto, che Assicurazioni Generali S.p.A. presta a favore della società “Casa di Cura Priva — [DOCS: https://www.clinicamontevergine.com/cuore/wp-content/uploads/2026/04/PAR",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqpauvtn0009lysb1n40y5rc,Casa Di Cura Privata Salus S.P.A.,Campania,Battipaglia,clinica privata,http://www.clinica-salus.it/,http://www.clinica-salus.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,,,,,,http://www.clinica-salus.it/),http://www.clinica-salus.it/),"[V:PUB] Polizza RC rilevata sul sito ufficiale (http://www.clinica-salus.it/) — scan multi-pass Trasparenza/PDF/HTML. — [FONTI: sito web (151 pagine, sezione Trasparenza letta: /, /sito/amministrazione-trasparente) · fonte polizza PDF: https://clinica-salus.it/wp-content/uploads/2026/06/all.-12_Polizza-assicurativa-2025.pdf · portali regionali/ASL (7 ricerche) · Google Maps (sito e telefono strutt",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqkld5rt009m108ejllpw8nz,Casa Di Cura San Paolo,Campania,Trentola Ducenta,Ospedale,https://www.clinicasanpaolo.com/,https://www.clinicasanpaolo.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,https://www.clinicasanpaolo.com/wp-content/uploads/2024/04/PARM-2024_signed.pdf,https://www.clinicasanpaolo.com/wp-content/uploads/2024/04/PARM-2024_signed.pdf,"[V:PUB] Polizza RC certificata da PDF: https://www.clinicasanpaolo.com/wp-content/uploads/2024/04/PARM-2024_signed.pdf 3.2024 1. PREMESSA La Legge 24/2017, conosciuta come ""Legge Gelli"", in materia di sicurezza delle cure e della persona assistita (nonché in materia di responsabilità professionale degli esercenti le professioni sanitarie) ha normato e raffo — [DOCS: https://www.clinicasanpaolo.com",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqofiagf004kaa3vtaybf89w,Casa Di Cura Villa Dei Fiori Srl,Campania,Massa Lubrense,Ospedale privato,https://www.villadeifioriacerra.it/,https://www.villadeifioriacerra.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,AmTrust,,,,,https://www.villadeifioriacerra.it/wp-content/uploads/2026/04/PARM-2026-VILLA-DEI-FIORI-.pdf,https://www.villadeifioriacerra.it/wp-content/uploads/2026/04/PARM-2026-VILLA-DEI-FIORI-.pdf,"[V:PUB] Polizza RC certificata da PDF: https://www.villadeifioriacerra.it/wp-content/uploads/2026/04/PARM-2026-VILLA-DEI-FIORI-.pdf 3/2026 1. PREMESSA La Legge 24/2017, conosciuta come ""Legge Gelli"", in materia di sicurezza delle cure e della persona assistita (nonché in materia di responsabilità professionale degli esercenti le professioni sanitarie) ha normato e raffo — [DOCS: https://www.villad",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqkld5s400a1108e3ljas7r7,Casa Di Cura Villa Delle Querce S.p.A.,Campania,Napoli,Casa di cura accreditata (Min. Salute),http://villadellequercespa.it/,http://villadellequercespa.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,AmTrust Europe Ltd,RCH00020000157,,1702684800000,,http://villadellequercespa.it/,http://villadellequercespa.it/,[V:PUB] Polizza RC verificata manualmente (PDF AmTrust footer Assicurazione RCT su villadellequercespa.it). Sito bloccato BitNinja da datacenter — evidenza certificata a mano. — [FONTI: Google Maps (sito e telefono struttura)] [Verifica: 2026-06-20 16:34],snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqmce510006s9g5ctecl2siq,Casa Di Cura Villa Giovanna,Campania,Tora e Piccilli,Ospedale privato,http://www.villagiovannahospital.it/,http://www.villagiovannahospital.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Generali Italia,450332535,,,,https://www.villagiovannahospital.it/wp-content/uploads/2026/06/Polizza-Rtc-Casa-di-Cura-Villa-Giovanna.pdf,https://www.villagiovannahospital.it/wp-content/uploads/2026/06/Polizza-Rtc-Casa-di-Cura-Villa-Giovanna.pdf,[V:PUB] Polizza RC certificata da PDF: https://www.villagiovannahospital.it/wp-content/uploads/2026/06/Polizza-Rtc-Casa-di-Cura-Villa-Giovanna.pdf ATTIVA MULTIRAMO Polizza n. 450332535 emessa il 10/04/2025 Versione n. 2 Codice Cliente: 392675 Profilo cliente n. 0003926751008 Agenzia Generale di PALMA CAMPANIA Agenzia (769) VIA GUGLIELMO MARCO — [DOCS: https://www.villagiovannahospital.it/wp-conten,snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqkld5sa00ae108ej2tsw4rb,Casa Di Cura Villa Stabia,Campania,Santa Maria la Carità,Clinica medica,http://www.clinicastabia.it/,http://www.clinicastabia.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Generali,,,1677715200000,,http://www.clinicastabia.it/public/01d2be9bbcd545da8868290603034b77.pdf,http://www.clinicastabia.it/public/01d2be9bbcd545da8868290603034b77.pdf,"[V:PUB] Polizza RC certificata da PDF: http://www.clinicastabia.it/public/01d2be9bbcd545da8868290603034b77.pdf — [DOCS: http://www.clinicastabia.it/public/01d2be9bbcd545da8868290603034b77.pdf] [FONTI: sito web (87 pagine: /, /chisiamo.aspx) · fonte polizza PDF: http://www.clinicastabia.it/public/01d2be9bbcd545da8868290603034b77.pdf · PDF polizza letti 1/23 · Google Maps (sito e telefono struttura)",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmql4d399000uc9w7yzw2dgac,Casa di Cura 'Andrea Grimaldi',Campania,Scala,Clinica medica,http://www.andreagrimaldi.com/,http://www.andreagrimaldi.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,https://www.andreagrimaldi.com/wp-content/uploads/2026/03/all-ms-6-parm-x-anno-2025-clinica.pdf,https://www.andreagrimaldi.com/wp-content/uploads/2026/03/all-ms-6-parm-x-anno-2025-clinica.pdf,"[V:PUB] Polizza RC certificata da PDF: https://www.andreagrimaldi.com/wp-content/uploads/2026/03/all-ms-6-parm-x-anno-2025-clinica.pdf ni del territorio. La Legge 24/2017, conosciuta come ""Legge Gelli"", in materia di sicurezza delle cure e della persona assistita (nonché in materia di responsabilità professionale degli esercenti le professioni sanitarie) ha normato e raffo — [DOCS: https://www.and",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqmaor51003b9g5c5lqxpegl,Casa di Cura Villa Anna Maria - NefroCenter,Campania,Aquara,Clinica medica,https://www.villannamaria.it/,https://www.villannamaria.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Berkshire Hathaway,2023RCG00290,,,,https://www.google.com/maps,https://www.google.com/maps,"[V:PUB] Polizza RC certificata in sezione Amministrazione Trasparente (HTML). 0104 del 27/03/2014 integrato dal DCA U00281 del 06/07/2018 Copertura Assicurativa compagnia assicurativa n. 2023RCG00290-1212704 con la Berkshire Hathaway Massimali RCT/RCO €5.000.000,00 Facebook-f Instagram Gruppo NefroCenter Consorzio Ne — [FONTI: sito web (3 pagine: /, /qualita) · PDF polizza letti 1/1 · Google Maps ",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqooitw70067aa3vad0lhp9w,Casa di cura Maria Rosaria Pompei,Campania,Visciano,Clinica medica,http://www.mariarosaria.it/,http://www.mariarosaria.it/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Autoassicurazione / gestione diretta del rischio,,,,,https://www.mariarosaria.it/wp-content/uploads/2026/03/PARM-Casa-di-Cura-Maria-Rosaria-2026.pdf,https://www.mariarosaria.it/wp-content/uploads/2026/03/PARM-Casa-di-Cura-Maria-Rosaria-2026.pdf,"[V:PUB] Polizza RC certificata da PDF: https://www.mariarosaria.it/wp-content/uploads/2026/03/PARM-Casa-di-Cura-Maria-Rosaria-2026.pdf è assolto tramite l’adozione di “analoghe misure” (cd. autoritenzione del rischio clinico). Più precisamente, l’organo amministrativo della Casa di Cura, a valle di una lunga ricerca di prodotti assicurativi che fossero adeguati alla condi — [DOCS: https://www.mari",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqmc3zdj006f9g5cvrr5w2hi,Centro Delta S.R.L.,Campania,Boscoreale,Centro dialisi,https://www.delta.com/,https://www.delta.com/,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Allianz,,,1801872000000,,https://www.delta.com/,https://www.delta.com/,"[V:PUB] Riferimenti assicurativi su pagina web ma PDF polizza RC non individuato — verifica manuale. — [FONTI: sito web (193 pagine, sito in manutenzione: /, /legal) · PDF polizza letti 43/43 · Google Maps (sito e telefono struttura)] [Verifica: 2026-06-27 14:16]",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
cmqp5g0cy000410oh3tlhg9ay,Centro Diagnostico Kappa,Campania,San Nicola la Strada,Laboratorio medico,https://www.diagnosticaomnia.com/Home.html,https://www.diagnosticaomnia.com/Home.html,PENDING_HUMAN,PUBLISHED,TECHNICAL_REVALIDATION_REQUIRED,Generali,,,1775088000000,,https://www.diagnosticaomnia.com/Home.html,https://www.diagnosticaomnia.com/Home.html,"[V:PUB] Riferimenti assicurativi su pagina web ma PDF polizza RC non individuato — verifica manuale. — [FONTI: sito web (6 pagine: /Home.html, /Promozioni.html) · PDF polizza letti 1/1 · Google Maps (sito e telefono struttura)] [Verifica: 2026-06-30 00:55]",snapshot_only,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Basic Constraints of CA cert not marked critical (_ssl.c:1028)>,TECHNICAL_REVALIDATION_REQUIRED,,,,,,,,,,,
