id,struttura,sede,categoria,vecchio_verdict,preliminary_verdict,nuovo_verdict,sito,identity_status,crawl_complete,pagine,documento,compagnia,numero_polizza,motivazione,score,errori,legacy_class,origin,reviewer,reviewed_at,entity_correct,website_correct,identity_correct,document_belongs_to_entity,verdict_correct,commercial_value_real,false_positive,false_negative,critical_contamination,notes
cmqpfotfm00bs109ju3gahj10,Casa di Cura San Giorgio,Meduna di Livenza (Veneto),,HOT,REVIEW,REVIEW,https://www.clinicasangiorgio.it/,MISMATCH,false,82,,,,[V:REV] Contaminazione critica identità: Città sul sito (Venezia) diversa da Meduna di Livenza — omonimia o URL errato. Sito: polizza non pubblicata in Trasparenza. Portali ASL/regionali: confermata assenza pubblicazione. [EV_V:2 VD_V:2 LEGACY:CURRENT] [IDENTITY:MISMATCH] [CRAWL_,,,IDENTITY_PROBLEM,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqp0pdz4001e109jn327nkgz,"Poliambulatorio Dynamo, Affi, (VR)",Affi (Veneto),,HOT,REVIEW,REVIEW,https://www.poliambulatoriodynamo.com/,OFFICIAL_CONFIRMED,false,69,,,,"[V:REV] Crawl incompleto: 42 URL rilevanti falliti. Sito: polizza non pubblicata in Trasparenza. Portali ASL/regionali: confermata assenza pubblicazione. [EV_V:2 VD_V:2 LEGACY:CURRENT] [IDENTITY:OFFICIAL_CONFIRMED] [CRAWL_COMPLETE:false] — [FONTI: sito web (69 pagine: /, /) · PDF",,,POSSIBLE_NEW_FALSE_NEGATIVE,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqp8ha7e005v109jzewxi40b,Analisi Cliniche Gallieno,Castel d'Azzano (Veneto),,HOT,REVIEW,REVIEW,http://www.gallieno.com/,OFFICIAL_CONFIRMED,false,53,,,,[V:REV] Crawl incompleto: sitemap DISCOVERED_PARTIAL; 43 URL rilevanti falliti. Sito: polizza non pubblicata in Trasparenza. Portali ASL/regionali: confermata assenza pubblicazione. [EV_V:2 VD_V:2 LEGACY:CURRENT] [IDENTITY:OFFICIAL_CONFIRMED] [CRAWL_COMPLETE:false] — [FONTI: sito,,,POSSIBLE_NEW_FALSE_NEGATIVE,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqp3dyjg002x109j8qu96f9y,POLIAMBULATORIO ARCELLA,Saccolongo (Veneto),,HOT,REVIEW,REVIEW,https://www.poliambulatorioarcella.it/,MISMATCH,false,140,,,,[V:REV] Contaminazione critica identità: Città sul sito (Padova) diversa da Saccolongo — omonimia o URL errato. Sito: polizza non pubblicata in Trasparenza. Portali ASL/regionali: confermata assenza pubblicazione. [EV_V:2 VD_V:2 LEGACY:CURRENT] [IDENTITY:MISMATCH] [CRAWL_COMPLETE,,,IDENTITY_PROBLEM,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqpqg5c400iw109jv3q9enqb,, (Veneto),,?,REVIEW,REVIEW,,INSUFFICIENT,false,,,,,HARD_TIMEOUT:90000,,HARD_TIMEOUT:90000,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,TECH_FAILURE
cmqppu1mp00iq109j9otzmtrv,, (Veneto),,?,REVIEW,REVIEW,,INSUFFICIENT,false,,,,,HARD_TIMEOUT:90000,,HARD_TIMEOUT:90000,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,TECH_FAILURE
cmqp5mr2k003u109j51bn559d,Ambulatorio Medico Dottoressa Francesca Rigo,Castegnero (Veneto),,REVIEW,REVIEW,REVIEW,,INSUFFICIENT,false,0,,,,[SHADOW_HIST_VERDICT:REVIEW] [V:REV] Sito ufficiale non individuato automaticamente — impossibile certificare assenza polizza. Verifica manuale obbligatoria (es. Google). Ricerca su portali regionali/ASL eseguita: nessun documento trovato. Art. 10 Gelli: polizza non risulta pubbl,,,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqp2cnd0002o109jvy3o0bsz,Dott. Michele De Mario - Fisioterapista,Auronzo di Cadore (Veneto),,REVIEW,REVIEW,REVIEW,,INSUFFICIENT,false,0,,,,[SHADOW_HIST_VERDICT:REVIEW] [V:REV] Sito ufficiale non individuato automaticamente — impossibile certificare assenza polizza. Verifica manuale obbligatoria (es. Google). Ricerca su portali regionali/ASL eseguita: nessun documento trovato. Art. 10 Gelli: polizza non risulta pubbl,,,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqp7256u004n109jl3j6bzmg,Dott.ssa Elisa Berto,Cavarzere (Veneto),,REVIEW,REVIEW,REVIEW,,INSUFFICIENT,false,0,,,,[SHADOW_HIST_VERDICT:REVIEW] [V:REV] Sito ufficiale non individuato automaticamente — impossibile certificare assenza polizza. Verifica manuale obbligatoria (es. Google). Ricerca su portali regionali/ASL eseguita: nessun documento trovato. Art. 10 Gelli: polizza non risulta pubbl,,,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqpkikcp00fh109jwxk74w4s,"Casa di Cura ""Candela""",Nove (Veneto),,REVIEW,REVIEW,REVIEW,http://www.clinicacandela.it/,OFFICIAL_CONFIRMED,false,61,,,,[V:REV] PDF polizza su dominio diverso (irp.cdn-website.com ≠ clinicacandela.it) — polizza non attribuibile al sito della struttura. i Palermo La Casa di Cura Candela S.p.A è assicurata per la responsabilità civile verso terzi con BHItalia - Berkshire Hathaway International Insur,,,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,
cmqpp200500ig109jijxh3xeh,, (Veneto),,?,REVIEW,REVIEW,,INSUFFICIENT,false,,,,,HARD_TIMEOUT:90000,,HARD_TIMEOUT:90000,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,TECH_FAILURE
cmqpcy936009c109jyhbeg6v3,, (Veneto),,?,REVIEW,REVIEW,,INSUFFICIENT,false,,,,,HARD_TIMEOUT:90000,,HARD_TIMEOUT:90000,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,TECH_FAILURE
cmqp4egge003h109jqebrkyfa,, (Veneto),,?,REVIEW,REVIEW,,INSUFFICIENT,false,,,,,HARD_TIMEOUT:90000,,HARD_TIMEOUT:90000,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,TECH_FAILURE
cmqpam4js0077109ji9dpurnl,, (Veneto),,?,REVIEW,REVIEW,,INSUFFICIENT,false,,,,,HARD_TIMEOUT:90000,,HARD_TIMEOUT:90000,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,TECH_FAILURE
cmqp95pgz006g109j6t8oughl,, (Veneto),,?,REVIEW,REVIEW,,INSUFFICIENT,false,,,,,HARD_TIMEOUT:90000,,HARD_TIMEOUT:90000,,IMMUTABLE_PRODUCTION_SNAPSHOT,,,,,,,,,,,,TECH_FAILURE
